"location","sim_type","period","date","variable","var_type","value"
"Indiana","linear_increase_sd","Past",2020-05-03,"daily_hosps","lower_95",40
"Indiana","linear_increase_sd","Past",2020-05-04,"daily_all_infections","lower_95",1411
"Indiana","linear_increase_sd","Past",2020-05-04,"daily_cases","lower_95",391
"Indiana","linear_increase_sd","Past",2020-05-04,"daily_deaths","lower_95",26
"Indiana","linear_increase_sd","Past",2020-05-04,"daily_hosps","lower_95",41
"Indiana","linear_increase_sd","Past",2020-05-05,"daily_all_infections","lower_95",1444
"Indiana","linear_increase_sd","Past",2020-05-05,"daily_cases","lower_95",426
"Indiana","linear_increase_sd","Past",2020-05-05,"daily_deaths","lower_95",21
"Indiana","linear_increase_sd","Past",2020-05-05,"daily_hosps","lower_95",41
"Indiana","linear_increase_sd","Past",2020-05-06,"daily_all_infections","lower_95",1175
"Indiana","linear_increase_sd","Past",2020-05-06,"daily_cases","lower_95",435
"Indiana","linear_increase_sd","Past",2020-05-06,"daily_deaths","lower_95",17
"Indiana","linear_increase_sd","Past",2020-05-06,"daily_hosps","lower_95",43
"Indiana","linear_increase_sd","Past",2020-05-07,"daily_all_infections","lower_95",767
"Indiana","linear_increase_sd","Past",2020-05-07,"daily_cases","lower_95",408
"Indiana","linear_increase_sd","Past",2020-05-07,"daily_deaths","lower_95",17
"Indiana","linear_increase_sd","Past",2020-05-07,"daily_hosps","lower_95",43
"Indiana","linear_increase_sd","Past",2020-05-08,"daily_all_infections","lower_95",1052
"Indiana","linear_increase_sd","Past",2020-05-08,"daily_cases","lower_95",378
"Indiana","linear_increase_sd","Past",2020-05-08,"daily_deaths","lower_95",18
"Indiana","linear_increase_sd","Past",2020-05-08,"daily_hosps","lower_95",43
"Indiana","linear_increase_sd","Past",2020-05-09,"daily_all_infections","lower_95",1482
"Indiana","linear_increase_sd","Past",2020-05-09,"daily_cases","lower_95",327
"Indiana","linear_increase_sd","Past",2020-05-09,"daily_deaths","lower_95",21
"Indiana","linear_increase_sd","Past",2020-05-09,"daily_hosps","lower_95",44
"Indiana","linear_increase_sd","Past",2020-05-10,"daily_all_infections","lower_95",1282
"Indiana","linear_increase_sd","Past",2020-05-10,"daily_cases","lower_95",322
"Indiana","linear_increase_sd","Past",2020-05-10,"daily_deaths","lower_95",19
"Indiana","linear_increase_sd","Past",2020-05-10,"daily_hosps","lower_95",44
"Indiana","linear_increase_sd","Past",2020-05-11,"daily_all_infections","lower_95",745
"Indiana","linear_increase_sd","Past",2020-05-11,"daily_cases","lower_95",409
"Indiana","linear_increase_sd","Past",2020-05-11,"daily_deaths","lower_95",20
"Indiana","linear_increase_sd","Past",2020-05-11,"daily_hosps","lower_95",45
"Indiana","linear_increase_sd","Past",2020-05-12,"daily_all_infections","lower_95",1002
"Indiana","linear_increase_sd","Past",2020-05-12,"daily_cases","lower_95",434
"Indiana","linear_increase_sd","Past",2020-05-12,"daily_deaths","lower_95",18
"Indiana","linear_increase_sd","Past",2020-05-12,"daily_hosps","lower_95",45
"Indiana","linear_increase_sd","Past",2020-05-13,"daily_all_infections","lower_95",1085
"Indiana","linear_increase_sd","Past",2020-05-13,"daily_cases","lower_95",377
"Indiana","linear_increase_sd","Past",2020-05-13,"daily_deaths","lower_95",19
"Indiana","linear_increase_sd","Past",2020-05-13,"daily_hosps","lower_95",45
"Indiana","linear_increase_sd","Past",2020-05-14,"daily_all_infections","lower_95",602
"Indiana","linear_increase_sd","Past",2020-05-14,"daily_cases","lower_95",421
"Indiana","linear_increase_sd","Past",2020-05-14,"daily_deaths","lower_95",19
"Indiana","linear_increase_sd","Past",2020-05-14,"daily_hosps","lower_95",45
"Indiana","linear_increase_sd","Past",2020-05-15,"daily_all_infections","lower_95",798
"Indiana","linear_increase_sd","Past",2020-05-15,"daily_cases","lower_95",357
"Indiana","linear_increase_sd","Past",2020-05-15,"daily_deaths","lower_95",21
"Indiana","linear_increase_sd","Past",2020-05-15,"daily_hosps","lower_95",44
"Indiana","linear_increase_sd","Past",2020-05-16,"daily_all_infections","lower_95",651
"Indiana","linear_increase_sd","Past",2020-05-16,"daily_cases","lower_95",300
"Indiana","linear_increase_sd","Past",2020-05-16,"daily_deaths","lower_95",16
"Indiana","linear_increase_sd","Past",2020-05-16,"daily_hosps","lower_95",44
"Indiana","linear_increase_sd","Past",2020-05-17,"daily_all_infections","lower_95",911
"Indiana","linear_increase_sd","Past",2020-05-17,"daily_cases","lower_95",294
"Indiana","linear_increase_sd","Past",2020-05-17,"daily_deaths","lower_95",19
"Indiana","linear_increase_sd","Past",2020-05-17,"daily_hosps","lower_95",44
"Indiana","linear_increase_sd","Past",2020-05-18,"daily_all_infections","lower_95",1063
"Indiana","linear_increase_sd","Past",2020-05-18,"daily_cases","lower_95",372
"Indiana","linear_increase_sd","Past",2020-05-18,"daily_deaths","lower_95",26
"Indiana","linear_increase_sd","Past",2020-05-18,"daily_hosps","lower_95",44
"Indiana","linear_increase_sd","Past",2020-05-19,"daily_all_infections","lower_95",1020
"Indiana","linear_increase_sd","Past",2020-05-19,"daily_cases","lower_95",286
"Indiana","linear_increase_sd","Past",2020-05-19,"daily_deaths","lower_95",18
"Indiana","linear_increase_sd","Past",2020-05-19,"daily_hosps","lower_95",42
"Indiana","linear_increase_sd","Past",2020-05-20,"daily_all_infections","lower_95",725
"Indiana","linear_increase_sd","Past",2020-05-20,"daily_cases","lower_95",308
"Indiana","linear_increase_sd","Past",2020-05-20,"daily_deaths","lower_95",17
"Indiana","linear_increase_sd","Past",2020-05-20,"daily_hosps","lower_95",42
"Indiana","linear_increase_sd","Past",2020-05-21,"daily_all_infections","lower_95",863
"Indiana","linear_increase_sd","Past",2020-05-21,"daily_cases","lower_95",248
"Indiana","linear_increase_sd","Past",2020-05-21,"daily_deaths","lower_95",22
"Indiana","linear_increase_sd","Past",2020-05-21,"daily_hosps","lower_95",39
"Indiana","linear_increase_sd","Past",2020-05-22,"daily_all_infections","lower_95",699
